id,name,required_level,required_item,required_item2,heroic_key,heroic_key2,required_quest_done,required_quest_done_heroic,target_map,target_position_x,target_position_y,target_position_z,target_orientation,condition_id
5440,"(Top)Fizzcrank Paratrooper Teleporter",0,0,0,0,0,0,0,571,4240.04,5259.05,72.3396,2.27478,0
5447,"Arena - Orgrimmar - Teleport Target 3",0,0,0,0,0,0,0,618,763.365,-284.29,28.2767,0.0,0
5461,"Waygate sholazar -> un'goro",77,0,0,0,0,12613,0,1,-6162.12,-1331.69,-168.965,2.39285,0
5462,"Waygate un'goro -> sholazar",77,0,0,0,0,12613,0,571,4885.89,5176.28,-84.8635,0.435156,0
5503,"Trial of the Crusader (entrance)",80,0,0,0,0,0,0,649,563.61,80.6815,395.139,1.65937,0
5505,"Trial of the Champion, entrance",80,0,0,0,0,0,0,650,805.216,618.056,412.393,3.0949,0
5508,"Trial of the Crusader (exit)",0,0,0,0,0,0,0,571,8515.46,728.92,558.3,4.74206,0
5510,"Trial of the Champion, exit",0,0,0,0,0,0,0,571,8574.13,791.833,558.528,0.0035,0
5635,"ICC The Forge of Souls, entrance",75,0,0,0,0,0,0,632,4923.11,2175.02,638.734,2.00109,0
5636,"ICC Halls of Reflection (entrance)",75,0,0,0,0,0,0,668,5239.01,1932.64,707.695,0.800565,0
5637,"ICC Pit of Saron (entrance)",75,0,0,0,0,0,0,658,435.743,212.413,528.709,6.25646,0
5642,"ICC The Forge of Souls, exit",0,0,0,0,0,0,0,571,5669.52,2005.31,798.042,2.25255,0
5643,"ICC Pit of Saron (exit)",0,0,0,0,0,0,0,571,5595.92,2013.02,798.041,0.648728,0
5646,"ICC Halls of Reflection (exit)",0,0,0,0,0,0,0,571,5630.59,1997.55,798.049,1.44042,0
5668,"ICC IceCrown Citadel (exit)",0,0,0,0,0,0,0,571,5790.0,2071.48,636.065,0.459897,0
5670,"ICC IceCrown Citadel (entrance)",80,0,0,0,0,0,0,631,76.8638,2211.37,30.0,3.14965,0
5683,"ICC Pit of Saron (exit)",0,0,0,0,0,0,0,571,5595.92,2013.02,798.041,0.648728,0
5688,"ICC Forge of Souls (exit)",0,0,0,0,0,0,0,658,435.743,212.413,528.709,6.25646,0
5698,"Icecrown Citadel Spire Entrance",80,0,0,0,0,0,0,631,4138.76,2769.25,351.0,0.0,20228
5869,"Ruby Sanctum, entrance",80,0,0,0,0,0,0,724,3279.13,533.479,90.1375,3.14138,0
5872,"Ruby Sanctum, exit",0,0,0,0,0,0,0,571,3604.33,192.201,-110.843,2.18319,0
