race,class,level,str,agi,sta,inte,spi,basehp,basemana
2,7,51,78,46,85,76,90,917,1289
2,7,52,79,47,86,77,92,960,1323
2,7,53,80,47,88,79,93,994,1342
2,7,54,82,48,90,80,95,1029,1376
2,7,55,83,49,91,82,97,1075,1395
2,7,56,85,50,93,83,98,1112,1414
2,7,57,86,50,94,85,100,1150,1448
2,7,58,87,51,96,86,102,1199,1467
2,7,59,89,52,97,88,103,1239,1501
2,7,60,90,53,99,89,105,1330,1520
2,7,61,92,54,101,91,107,1428,1664
2,7,62,93,54,102,92,109,1583,1808
2,7,63,95,55,104,94,110,1760,1951
2,7,64,96,56,106,95,112,1932,2095
2,7,65,97,57,107,97,114,2114,2239
2,7,66,99,58,109,99,116,2304,2383
2,7,67,100,58,111,100,118,2504,2527
2,7,68,102,59,113,102,119,2713,2670
2,7,69,103,60,114,103,121,2931,2814
2,7,70,105,61,116,105,123,3159,2958
2,9,1,23,17,23,19,25,23,90
2,9,2,23,17,24,20,26,28,98
2,9,3,24,18,24,21,27,43,107
2,9,4,24,18,25,23,28,48,102
2,9,5,24,18,25,24,30,63,113
2,9,6,24,19,26,25,31,68,126
2,9,7,25,19,26,26,32,83,144
2,9,8,25,20,27,27,33,88,162
2,9,9,25,20,27,29,34,93,180
2,9,10,26,20,28,30,36,108,198
2,9,11,26,21,29,31,37,123,200
2,9,12,26,21,29,33,38,128,218
2,9,13,27,22,30,34,39,143,237
2,9,14,27,22,31,35,41,148,257
2,9,15,27,23,31,37,42,153,278
2,9,16,28,23,32,38,43,168,300
2,9,17,28,23,32,39,45,173,308
2,9,18,28,24,33,41,46,189,332
2,9,19,29,24,34,42,47,196,357
2,9,20,29,25,34,43,49,204,383
2,9,21,29,25,35,45,50,223,395
2,9,22,30,26,36,46,51,233,423
2,9,23,30,26,37,48,53,244,452
2,9,24,30,27,37,49,54,266,467
2,9,25,31,27,38,51,56,279,498
2,9,26,31,28,39,52,57,293,530
2,9,27,32,28,39,54,59,318,548
2,9,28,32,29,40,55,60,334,582
2,9,29,32,29,41,57,62,351,602
2,9,30,33,30,42,58,63,379,638
2,9,31,33,30,42,60,65,398,674
2,9,32,34,31,43,61,66,418,695
2,9,33,34,31,44,63,68,439,731
2,9,34,35,32,45,64,69,471,752
2,9,35,35,32,45,66,71,494,788
2,9,36,36,33,46,68,72,518,809
2,9,37,36,34,47,69,74,543,830
2,9,38,36,34,48,71,76,569,866
2,9,39,37,35,49,72,77,606,887
2,9,40,37,35,50,74,79,634,923
2,9,41,38,36,50,76,80,663,944
2,9,42,38,36,51,77,82,693,965
2,9,43,39,37,52,79,84,724,1001
2,9,44,39,38,53,81,85,756,1022
2,9,45,40,38,54,83,87,799,1043
2,9,46,40,39,55,84,89,832,1064
2,9,47,41,39,56,86,91,868,1100
2,9,48,41,40,56,88,92,904,1121
2,9,49,42,41,57,90,94,941,1142
2,9,50,42,41,58,91,96,979,1163
2,9,51,43,42,59,93,98,1018,1184
2,9,52,43,43,60,95,99,1058,1205
2,9,53,44,43,61,97,101,1099,1226
2,9,54,45,44,62,99,103,1141,1247
2,9,55,45,45,63,101,105,1184,1268
2,9,56,46,45,64,102,107,1228,1289
2,9,57,46,46,65,104,109,1273,1310
2,9,58,47,47,66,106,110,1319,1331
2,9,59,47,47,67,108,112,1366,1352
2,9,60,48,48,68,110,114,1414,1373
2,9,61,48,49,69,112,116,1580,1497
2,9,62,49,49,70,114,118,1755,1621
2,9,63,50,50,71,116,120,1939,1745
2,9,64,50,51,72,118,122,2133,1870
2,9,65,51,51,73,120,124,2323,1994
2,9,66,52,52,74,122,126,2535,2118
2,9,67,52,53,75,124,128,2758,2242
2,9,68,53,54,76,126,130,2991,2366
2,9,69,53,54,77,128,132,3235,2490
2,9,70,54,55,78,130,134,3490,2615
3,1,1,25,16,25,19,19,20,0
3,1,2,26,17,26,19,19,29,0
3,1,3,28,18,27,19,20,38,0
3,1,4,29,18,28,19,20,47,0
3,1,5,30,19,30,19,20,56,0
3,1,6,31,20,31,19,20,65,0
3,1,7,33,21,32,20,21,74,0
3,1,8,34,22,33,20,21,83,0
3,1,9,36,23,35,20,21,92,0
3,1,10,37,23,36,20,22,101,0
3,1,11,38,24,37,20,22,100,0
3,1,12,40,25,38,20,22,109,0
3,1,13,41,26,40,20,23,118,0
3,1,14,43,27,41,20,23,128,0
3,1,15,44,28,42,20,23,139,0
3,1,16,46,29,44,21,24,151,0
3,1,17,47,30,45,21,24,154,0
3,1,18,49,31,46,21,24,168,0
3,1,19,50,32,48,21,25,183,0
3,1,20,52,33,49,21,25,199,0
3,1,21,53,34,51,21,26,206,0
3,1,22,55,34,52,21,26,224,0
3,1,23,56,35,53,21,26,243,0
3,1,24,58,36,55,22,27,253,0
3,1,25,59,37,56,22,27,274,0
3,1,26,61,38,58,22,27,296,0
3,1,27,63,39,59,22,28,309,0
3,1,28,64,41,61,22,28,333,0
3,1,29,66,42,62,22,29,348,0
3,1,30,68,43,64,23,29,374,0
3,1,31,69,44,65,23,30,401,0
3,1,32,71,45,67,23,30,419,0
3,1,33,73,46,68,23,30,448,0
3,1,34,75,47,70,23,31,468,0
3,1,35,76,48,72,24,31,499,0
3,1,36,78,49,73,24,32,521,0
3,1,37,80,50,75,24,32,545,0
3,1,38,82,51,76,24,33,581,0
3,1,39,84,52,78,24,33,609,0
3,1,40,85,54,80,24,34,649,0
3,1,41,87,55,81,25,34,681,0
3,1,42,89,56,83,25,35,715,0
3,1,43,91,57,85,25,35,761,0
3,1,44,93,58,87,25,36,799,0
3,1,45,95,59,88,26,36,839,0
3,1,46,97,61,90,26,37,881,0
3,1,47,99,62,92,26,37,935,0
3,1,48,101,63,94,26,38,981,0
3,1,49,102,64,95,26,38,1029,0
3,1,50,104,65,97,27,39,1079,0
3,1,51,106,67,99,27,39,1131,0
3,1,52,108,68,101,27,40,1185,0
3,1,53,110,69,103,27,40,1241,0
3,1,54,112,70,104,28,41,1299,0
3,1,55,115,72,106,28,41,1359,0
3,1,56,117,73,108,28,42,1421,0
3,1,57,119,74,110,28,42,1485,0
3,1,58,121,76,112,29,43,1551,0
3,1,59,123,77,114,29,43,1619,0
3,1,60,125,78,116,29,44,1689,0
3,1,61,127,80,118,29,45,1902,0
3,1,62,129,81,120,30,45,2129,0
3,1,63,131,82,122,30,46,2357,0
3,1,64,134,84,124,30,46,2612,0
3,1,65,136,85,126,31,47,2883,0
3,1,66,138,86,128,31,48,3169,0
3,1,67,140,88,130,31,48,3455,0
3,1,68,142,89,132,31,49,3774,0
3,1,69,145,91,134,32,49,4109,0
3,1,70,147,92,136,32,50,4444,0
3,2,1,24,16,25,19,20,28,60
3,2,2,25,17,26,20,21,36,78
3,2,3,26,17,27,20,21,44,98
3,2,4,27,18,28,21,22,52,104
3,2,5,28,18,29,22,23,60,111
3,2,6,29,19,30,22,24,68,134
3,2,7,31,20,31,23,24,76,143
3,2,8,32,20,32,24,25,84,153
3,2,9,33,21,33,24,26,92,179
3,2,10,34,21,34,25,26,100,192
3,2,11,35,22,36,26,27,108,205
3,2,12,36,23,37,26,28,116,219
3,2,13,38,23,38,27,29,124,249
3,2,14,39,24,39,28,30,132,265
3,2,15,40,25,40,29,30,131,282
3,2,16,41,25,41,29,31,141,315
3,2,17,43,26,43,30,32,152,334
3,2,18,44,27,44,31,33,164,354
3,2,19,45,28,45,32,34,177,390
3,2,20,47,28,46,32,35,191,412
3,2,21,48,29,47,33,35,206,435
3,2,22,49,30,49,34,36,222,459
3,2,23,51,30,50,35,37,239,499
3,2,24,52,31,51,36,38,247,525
3,2,25,53,32,52,36,39,266,552
3,2,26,55,33,54,37,40,286,579
3,2,27,56,33,55,38,41,307,621
3,2,28,57,34,56,39,42,329,648
3,2,29,59,35,58,40,43,342,675
3,2,30,60,36,59,41,43,366,702
3,2,31,62,37,60,42,44,391,729
3,2,32,63,37,62,42,45,407,756
3,2,33,65,38,63,43,46,434,798
3,2,34,66,39,65,44,47,462,825
3,2,35,68,40,66,45,48,481,852
3,2,36,69,41,67,46,49,511,879
3,2,37,71,41,69,47,50,542,906
3,2,38,72,42,70,48,51,564,933
3,2,39,74,43,72,49,52,597,960
3,2,40,75,44,73,50,53,621,987
3,2,41,77,45,75,51,54,656,1014
3,2,42,78,46,76,52,55,682,1041
3,2,43,80,47,78,53,56,719,1068
3,2,44,82,47,79,54,57,747,1110
3,2,45,83,48,81,55,59,786,1137
3,2,46,85,49,82,56,60,816,1164
3,2,47,87,50,84,57,61,857,1176
3,2,48,88,51,85,58,62,889,1203
3,2,49,90,52,87,59,63,922,1230
3,2,50,92,53,89,60,64,966,1257
3,2,51,93,54,90,61,65,1001,1284
3,2,52,95,55,92,62,66,1037,1311
3,2,53,97,56,93,63,67,1084,1338
3,2,54,98,57,95,64,69,1122,1365
3,2,55,100,58,97,65,70,1161,1392
3,2,56,102,59,98,66,71,1201,1419
3,2,57,104,60,100,67,72,1252,1446
3,2,58,106,61,102,68,73,1294,1458
3,2,59,107,62,103,69,74,1337,1485
3,2,60,109,63,105,70,76,1381,1512
3,2,61,111,64,107,72,77,1540,1656
3,2,62,113,65,109,73,78,1708,1800
3,2,63,115,66,110,74,79,1884,1944
3,2,64,117,67,112,75,80,2068,2088
3,2,65,118,68,114,76,82,2262,2232
3,2,66,120,69,116,77,83,2466,2377
3,2,67,122,70,118,78,84,2679,2521
3,2,68,124,71,119,80,85,2901,2665
3,2,69,126,72,121,81,87,3134,2809
3,2,70,128,73,123,82,88,3377,2953
3,3,1,22,19,24,19,20,46,65
3,3,2,22,20,25,20,21,53,70
3,3,3,23,22,26,20,21,60,76
3,3,4,23,23,27,21,22,67,98
3,3,5,24,25,28,21,23,74,106
3,3,6,24,26,29,22,23,81,130
3,3,7,25,27,29,23,24,88,140
3,3,8,25,29,30,23,25,95,166
3,3,9,25,30,31,24,25,102,193
3,3,10,26,32,32,24,26,109,206
3,3,11,26,33,33,25,27,116,235
3,3,12,27,35,34,26,27,123,250
3,3,13,27,36,35,26,28,130,266
3,3,14,28,38,36,27,29,138,298
3,3,15,28,39,37,28,29,147,316
3,3,16,29,41,38,28,30,157,350
3,3,17,29,42,39,29,31,168,370
3,3,18,30,44,41,30,32,180,391
3,3,19,30,46,42,30,32,193,428
3,3,20,31,47,43,31,33,207,451
3,3,21,32,49,44,32,34,222,475
3,3,22,32,51,45,33,35,238,515
3,3,23,33,52,46,33,36,255,541
3,3,24,33,54,47,34,36,273,568
3,3,25,34,56,48,35,37,292,611
3,3,26,34,57,49,35,38,312,640
3,3,27,35,59,51,36,39,333,670
3,3,28,35,61,52,37,40,355,715
3,3,29,36,63,53,38,40,378,745
3,3,30,37,64,54,39,41,402,775
3,3,31,37,66,55,39,42,417,805
3,3,32,38,68,57,40,43,443,850
3,3,33,38,70,58,41,44,470,880
3,3,34,39,71,59,42,45,498,910
3,3,35,40,73,60,43,46,527,940
3,3,36,40,75,62,43,47,547,970
3,3,37,41,77,63,44,47,578,1015
3,3,38,42,79,64,45,48,610,1045
3,3,39,42,81,65,46,49,643,1075
3,3,40,43,83,67,47,50,667,1105
3,3,41,44,85,68,48,51,702,1135
3,3,42,44,87,69,49,52,738,1180
3,3,43,45,89,71,49,53,775,1210
3,3,44,46,91,72,50,54,803,1240
3,3,45,46,93,73,51,55,842,1270
3,3,46,47,95,75,52,56,872,1300
3,3,47,48,97,76,53,57,913,1330
3,3,48,49,99,78,54,58,955,1360
3,3,49,49,101,79,55,59,994,1390
3,3,50,50,103,80,56,60,1047,1420
3,3,51,51,105,82,57,61,1067,1450
3,3,52,51,107,83,58,62,1113,1480
3,3,53,52,109,85,59,63,1150,1510
3,3,54,53,111,86,60,64,1198,1540
3,3,55,54,113,88,61,65,1237,1570
3,3,56,55,115,89,62,66,1287,1600
3,3,57,55,118,91,62,67,1328,1630
3,3,58,56,120,92,63,68,1370,1660
3,3,59,57,122,94,64,70,1423,1690
3,3,60,58,124,95,65,71,1467,1720
3,3,61,58,126,97,67,72,1633,1886
3,3,62,59,129,98,68,73,1819,2053
3,3,63,60,131,100,69,74,2003,2219
3,3,64,61,133,101,70,75,2195,2385
3,3,65,62,135,103,71,76,2397,2552
3,3,66,63,138,105,72,77,2623,2718
3,3,67,63,140,106,73,78,2844,2884
3,3,68,64,142,108,74,80,3075,3050
3,3,69,65,145,109,75,81,3316,3217
3,3,70,66,147,111,76,82,3568,3383
3,4,1,23,19,24,19,19,25,0
3,4,2,24,20,25,19,19,32,0
3,4,3,24,22,25,19,20,49,0
3,4,4,25,23,26,19,20,56,0
3,4,5,26,25,27,20,20,63,0
3,4,6,27,26,27,20,21,70,0
3,4,7,28,28,28,20,21,87,0
3,4,8,28,29,29,20,22,94,0
3,4,9,29,31,30,20,22,101,0
3,4,10,30,32,30,20,22,118,0
3,4,11,31,34,31,21,23,125,0
3,4,12,32,36,32,21,23,142,0
3,4,13,33,37,33,21,24,149,0
3,4,14,33,39,33,21,24,156,0
3,4,15,34,40,34,21,25,173,0
3,4,16,35,42,35,22,25,181,0
3,4,17,36,44,36,22,25,190,0
3,4,18,37,45,37,22,26,200,0
3,4,19,38,47,38,22,26,221,0
3,4,20,39,49,38,22,27,233,0
3,4,21,40,51,39,23,27,246,0
3,4,22,41,52,40,23,28,260,0
3,4,23,42,54,41,23,28,275,0
3,4,24,43,56,42,23,29,301,0
3,4,25,44,58,43,24,29,318,0
3,4,26,44,59,44,24,30,336,0
3,4,27,45,61,44,24,30,355,0
3,4,28,46,63,45,24,31,375,0
3,4,29,47,65,46,25,31,396,0
3,4,30,48,67,47,25,32,428,0
3,4,31,49,69,48,25,32,451,0
3,4,32,51,71,49,25,33,475,0
3,4,33,52,72,50,26,33,500,0
3,4,34,53,74,51,26,34,526,0
3,4,35,54,76,52,26,34,553,0
3,4,36,55,78,53,26,35,581,0
3,4,37,56,80,54,27,35,610,0
3,4,38,57,82,55,27,36,640,0
3,4,39,58,84,56,27,37,671,0
3,4,40,59,86,57,28,37,703,0
3,4,41,60,88,58,28,38,736,0
3,4,42,61,90,59,28,38,770,0
3,4,43,63,92,60,28,39,805,0
3,4,44,64,95,61,29,39,841,0
3,4,45,65,97,62,29,40,878,0
3,4,46,66,99,63,29,41,916,0
3,4,47,67,101,64,30,41,955,0
3,4,48,68,103,66,30,42,995,0
3,4,49,70,105,67,30,43,1026,0
3,4,50,71,107,68,31,43,1068,0
3,4,51,72,110,69,31,44,1111,0
3,4,52,73,112,70,31,44,1155,0
3,4,53,74,114,71,32,45,1200,0
3,4,54,76,116,72,32,46,1246,0
3,4,55,77,118,73,32,46,1283,0
3,4,56,78,121,75,33,47,1331,0
3,4,57,80,123,76,33,48,1380,0
3,4,58,81,125,77,33,48,1430,0
3,4,59,82,128,78,34,49,1471,0
3,4,60,83,130,79,34,50,1523,0
3,4,61,85,132,81,34,51,1702,0
3,4,62,86,135,82,35,51,1879,0
3,4,63,87,137,83,35,52,2077,0
3,4,64,89,139,84,36,53,2285,0
3,4,65,90,142,86,36,53,2489,0
3,4,66,91,144,87,36,54,2717,0
3,4,67,93,147,88,37,55,2941,0
3,4,68,94,149,89,37,56,3190,0
3,4,69,96,152,91,38,56,3450,0
3,4,70,97,154,92,38,57,3704,0
3,5,1,22,16,23,21,22,52,73
3,5,2,22,16,23,22,23,57,76
3,5,3,22,16,24,24,25,72,95
3,5,4,22,17,24,25,26,77,114
3,5,5,23,17,24,26,27,92,133
3,5,6,23,17,25,28,29,97,152
3,5,7,23,17,25,29,30,112,171
3,5,8,23,18,26,30,32,117,190
3,5,9,23,18,26,32,33,132,209
3,5,10,23,18,26,33,35,137,212
3,5,11,24,18,27,35,36,142,215
3,5,12,24,19,27,36,38,157,234
3,5,13,24,19,28,37,39,172,254
3,5,14,24,19,28,39,41,177,260
3,5,15,24,19,28,40,42,192,282
3,5,16,24,20,29,42,44,197,305
3,5,17,25,20,29,43,45,212,329
3,5,18,25,20,30,45,47,227,339
3,5,19,25,21,30,46,49,232,365
3,5,20,25,21,31,48,50,247,377
3,5,21,25,21,31,50,52,252,405
3,5,22,26,22,31,51,53,268,434
3,5,23,26,22,32,53,55,275,449
3,5,24,26,22,32,54,57,293,480
3,5,25,26,22,33,56,58,302,497
3,5,26,27,23,33,58,60,322,530
3,5,27,27,23,34,59,62,343,549
3,5,28,27,23,34,61,64,355,584
3,5,29,27,24,35,63,65,378,605
3,5,30,28,24,35,64,67,392,627
3,5,31,28,24,36,66,69,417,665
3,5,32,28,25,36,68,71,433,689
3,5,33,28,25,37,70,72,460,728
3,5,34,29,26,38,71,74,478,752
3,5,35,29,26,38,73,76,507,776
3,5,36,29,26,39,75,78,527,800
3,5,37,29,27,39,77,80,548,839
3,5,38,30,27,40,78,82,580,863
3,5,39,30,27,40,80,84,603,887
3,5,40,30,28,41,82,86,637,911
3,5,41,31,28,41,84,88,662,950
3,5,42,31,29,42,86,89,698,974
3,5,43,31,29,43,88,91,725,998
3,5,44,32,29,43,90,93,763,1022
3,5,45,32,30,44,92,95,792,1046
3,5,46,32,30,44,93,97,822,1070
3,5,47,32,30,45,95,99,863,1094
3,5,48,33,31,46,97,101,895,1118
3,5,49,33,31,46,99,103,928,1142
3,5,50,33,32,47,101,106,972,1166
3,5,51,34,32,48,103,108,1007,1190
3,5,52,34,33,48,105,110,1053,1214
3,5,53,35,33,49,107,112,1090,1238
3,5,54,35,33,50,109,114,1128,1262
3,5,55,35,34,50,111,116,1177,1271
3,5,56,36,34,51,113,118,1217,1295
3,5,57,36,35,52,116,120,1258,1319
3,5,58,36,35,52,118,123,1300,1343
3,5,59,37,36,53,120,125,1353,1352
3,5,60,37,36,54,122,127,1397,1376
3,5,61,37,37,54,124,129,1557,1500
3,5,62,38,37,55,126,131,1738,1625
3,5,63,38,38,56,128,134,1916,1749
3,5,64,39,38,57,131,136,2101,1873
3,5,65,39,39,57,133,138,2295,1998
3,5,66,39,39,58,135,141,2495,2122
3,5,67,40,40,59,137,143,2719,2247
3,5,68,40,40,59,139,145,2936,2371
3,5,69,41,40,60,142,148,3160,2495
3,5,70,41,41,61,144,150,3391,2620
4,1,1,20,25,21,20,20,20,0
4,1,2,21,26,22,20,20,29,0
4,1,3,23,27,23,20,21,38,0
4,1,4,24,27,25,20,21,47,0
4,1,5,25,28,26,20,21,56,0
4,1,6,27,29,27,20,21,65,0
4,1,7,28,30,28,21,22,74,0
4,1,8,29,31,29,21,22,83,0
4,1,9,31,31,31,21,22,92,0
4,1,10,32,32,32,21,23,101,0
4,1,11,33,33,33,21,23,100,0
4,1,12,35,34,34,21,23,109,0
4,1,13,36,35,36,21,24,118,0
4,1,14,38,36,37,21,24,128,0
4,1,15,39,37,38,21,24,139,0
4,1,16,41,37,40,21,25,151,0
4,1,17,42,38,41,22,25,154,0
4,1,18,44,39,43,22,25,168,0
4,1,19,45,40,44,22,26,183,0
4,1,20,47,41,45,22,26,199,0
4,1,21,48,42,47,22,26,206,0
4,1,22,50,43,48,22,27,224,0
4,1,23,52,44,50,22,27,243,0
4,1,24,53,45,51,23,28,253,0
4,1,25,55,46,52,23,28,274,0
4,1,26,56,47,54,23,28,296,0
4,1,27,58,48,55,23,29,309,0
4,1,28,60,49,57,23,29,333,0
4,1,29,61,50,58,23,30,348,0
4,1,30,63,51,60,24,30,374,0
4,1,31,65,52,62,24,30,401,0
4,1,32,66,53,63,24,31,419,0
4,1,33,68,54,65,24,31,448,0
4,1,34,70,55,66,24,32,468,0
4,1,35,72,56,68,24,32,499,0
4,1,36,73,58,69,25,33,521,0
4,1,37,75,59,71,25,33,545,0
4,1,38,77,60,73,25,34,581,0
4,1,39,79,61,74,25,34,609,0
4,1,40,81,62,76,25,35,649,0
4,1,41,82,63,78,26,35,681,0
4,1,42,84,64,79,26,35,715,0
4,1,43,86,66,81,26,36,761,0
4,1,44,88,67,83,26,36,799,0
4,1,45,90,68,85,26,37,839,0
4,1,46,92,69,86,27,37,881,0
4,1,47,94,70,88,27,38,935,0
4,1,48,96,72,90,27,38,981,0
4,1,49,98,73,92,27,39,1029,0
4,1,50,100,74,93,28,40,1079,0
4,1,51,102,75,95,28,40,1131,0
4,1,52,104,77,97,28,41,1185,0
4,1,53,106,78,99,28,41,1241,0
4,1,54,108,79,101,29,42,1299,0
4,1,55,110,80,103,29,42,1359,0
4,1,56,112,82,104,29,43,1421,0
4,1,57,114,83,106,29,43,1485,0
4,1,58,116,84,108,30,44,1551,0
4,1,59,118,86,110,30,44,1619,0
4,1,60,120,87,112,30,45,1689,0
4,1,61,122,88,114,30,46,1902,0
4,1,62,124,90,116,31,46,2129,0
4,1,63,127,91,118,31,47,2357,0
4,1,64,129,92,120,31,47,2612,0
4,1,65,131,94,122,32,48,2883,0
4,1,66,133,95,124,32,49,3169,0
4,1,67,135,97,126,32,49,3455,0
4,1,68,138,98,128,32,50,3774,0
4,1,69,140,100,130,33,50,4109,0
4,1,70,142,101,132,33,51,4444,0
4,3,1,17,28,20,20,21,46,65
4,3,2,17,29,21,21,22,53,70
4,3,3,18,31,22,21,22,60,76
4,3,4,18,32,23,22,23,67,98
4,3,5,19,33,24,22,24,74,106
4,3,6,19,35,25,23,24,81,130
4,3,7,20,36,26,24,25,88,140
4,3,8,20,38,27,24,25,95,166
4,3,9,21,39,27,25,26,102,193
4,3,10,21,40,28,25,27,109,206
4,3,11,22,42,29,26,28,116,235
4,3,12,22,43,30,27,28,123,250
4,3,13,23,45,31,27,29,130,266
4,3,14,23,46,32,28,30,138,298
4,3,15,24,48,34,29,30,147,316
4,3,16,24,50,35,29,31,157,350
4,3,17,25,51,36,30,32,168,370
4,3,18,25,53,37,31,33,180,391
4,3,19,26,54,38,31,33,193,428
4,3,20,26,56,39,32,34,207,451
4,3,21,27,57,40,33,35,222,475
4,3,22,27,59,41,33,36,238,515
4,3,23,28,61,42,34,36,255,541
4,3,24,28,62,43,35,37,273,568
4,3,25,29,64,44,36,38,292,611
4,3,26,30,66,46,36,39,312,640
4,3,27,30,68,47,37,40,333,670
4,3,28,31,69,48,38,41,355,715
4,3,29,31,71,49,39,41,378,745
4,3,30,32,73,50,39,42,402,775
4,3,31,33,75,52,40,43,417,805
4,3,32,33,76,53,41,44,443,850
4,3,33,34,78,54,42,45,470,880
4,3,34,34,80,55,43,46,498,910
4,3,35,35,82,57,44,47,527,940
4,3,36,36,84,58,44,48,547,970
4,3,37,36,86,59,45,48,578,1015
4,3,38,37,87,60,46,49,610,1045
4,3,39,38,89,62,47,50,643,1075
4,3,40,38,91,63,48,51,667,1105
4,3,41,39,93,64,49,52,702,1135
4,3,42,40,95,66,49,53,738,1180
4,3,43,40,97,67,50,54,775,1210
4,3,44,41,99,68,51,55,803,1240
4,3,45,42,101,70,52,56,842,1270
4,3,46,42,103,71,53,57,872,1300
4,3,47,43,105,72,54,58,913,1330
4,3,48,44,107,74,55,59,955,1360
4,3,49,45,109,75,56,60,994,1390
4,3,50,45,111,77,57,61,1047,1420
4,3,51,46,113,78,58,62,1067,1450
4,3,52,47,115,79,59,63,1113,1480
4,3,53,47,118,81,60,64,1150,1510
4,3,54,48,120,82,61,65,1198,1540
4,3,55,49,122,84,61,66,1237,1570
4,3,56,50,124,85,62,67,1287,1600
4,3,57,50,126,87,63,68,1328,1630
4,3,58,51,128,88,64,69,1370,1660
4,3,59,52,131,90,65,70,1423,1690
4,3,60,53,133,91,66,72,1467,1720
4,3,61,54,135,93,67,73,1633,1886
4,3,62,54,137,94,69,74,1819,2053
4,3,63,55,140,96,70,75,2003,2219
4,3,64,56,142,97,71,76,2195,2385
4,3,65,57,144,99,72,77,2397,2552
4,3,66,58,147,101,73,78,2623,2718
4,3,67,58,149,102,74,79,2844,2884
4,3,68,59,151,104,75,81,3075,3050
4,3,69,60,154,105,76,82,3316,3217
4,3,70,61,156,107,77,83,3568,3383
4,4,1,18,28,20,20,20,25,0
4,4,2,19,29,21,20,20,32,0
4,4,3,20,31,21,20,21,49,0
4,4,4,20,32,22,20,21,56,0
4,4,5,21,34,23,21,21,63,0
4,4,6,22,35,24,21,22,70,0
4,4,7,23,37,24,21,22,87,0
4,4,8,24,38,25,21,23,94,0
4,4,9,24,40,26,21,23,101,0
4,4,10,25,41,26,21,23,118,0
4,4,11,26,43,27,22,24,125,0
4,4,12,27,44,28,22,24,142,0
4,4,13,28,46,29,22,25,149,0
4,4,14,29,48,30,22,25,156,0
4,4,15,29,49,30,22,25,173,0
4,4,16,30,51,31,23,26,181,0
4,4,17,31,52,32,23,26,190,0
4,4,18,32,54,33,23,27,200,0
4,4,19,33,56,34,23,27,221,0
4,4,20,34,57,35,23,28,233,0
4,4,21,35,59,35,24,28,246,0
4,4,22,36,61,36,24,29,260,0
4,4,23,37,63,37,24,29,275,0
4,4,24,38,64,38,24,30,301,0
4,4,25,39,66,39,25,30,318,0
4,4,26,40,68,40,25,31,336,0
4,4,27,41,70,41,25,31,355,0
4,4,28,42,72,42,25,32,375,0
4,4,29,43,73,43,25,32,396,0
4,4,30,44,75,43,26,33,428,0
4,4,31,45,77,44,26,33,451,0
4,4,32,46,79,45,26,34,475,0
4,4,33,47,81,46,27,34,500,0
4,4,34,48,83,47,27,35,526,0
4,4,35,49,85,48,27,35,553,0
4,4,36,50,87,49,27,36,581,0
4,4,37,51,89,50,28,36,610,0
4,4,38,52,91,51,28,37,640,0
4,4,39,53,93,52,28,38,671,0
4,4,40,54,95,53,28,38,703,0
4,4,41,56,97,54,29,39,736,0
4,4,42,57,99,55,29,39,770,0
4,4,43,58,101,56,29,40,805,0
4,4,44,59,103,57,30,40,841,0
4,4,45,60,105,59,30,41,878,0
4,4,46,61,107,60,30,42,916,0
4,4,47,62,109,61,31,42,955,0
4,4,48,64,112,62,31,43,995,0
4,4,49,65,114,63,31,44,1026,0
4,4,50,66,116,64,32,44,1068,0
4,4,51,67,118,65,32,45,1111,0
4,4,52,68,120,66,32,45,1155,0
4,4,53,70,123,67,33,46,1200,0
4,4,54,71,125,69,33,47,1246,0
4,4,55,72,127,70,33,47,1283,0
4,4,56,73,129,71,34,48,1331,0
4,4,57,75,132,72,34,49,1380,0
4,4,58,76,134,73,34,49,1430,0
4,4,59,77,136,74,35,50,1471,0
4,4,60,79,139,76,35,51,1523,0
4,4,61,80,141,77,35,51,1702,0
4,4,62,81,143,78,36,52,1879,0
4,4,63,82,146,79,36,53,2077,0
4,4,64,84,148,80,37,54,2285,0
4,4,65,85,151,82,37,54,2489,0
4,4,66,87,153,83,37,55,2717,0
4,4,67,88,156,84,38,56,2941,0
4,4,68,89,158,85,38,57,3190,0
4,4,69,91,160,87,39,57,3450,0
4,4,70,92,163,88,39,58,3704,0
4,5,1,17,25,19,22,23,52,73
4,5,2,17,25,19,23,24,57,76
4,5,3,17,25,20,25,26,72,95
4,5,4,17,26,20,26,27,77,114
4,5,5,18,26,20,27,28,92,133
4,5,6,18,26,21,29,30,97,152
4,5,7,18,26,21,30,31,112,171
4,5,8,18,26,22,31,33,117,190
4,5,9,18,27,22,33,34,132,209
4,5,10,19,27,22,34,36,137,212
4,5,11,19,27,23,36,37,142,215
4,5,12,19,27,23,37,39,157,234
4,5,13,19,28,24,38,40,172,254
4,5,14,19,28,24,40,42,177,260
4,5,15,19,28,25,41,43,192,282
4,5,16,20,28,25,43,45,197,305
4,5,17,20,29,25,44,46,212,329
4,5,18,20,29,26,46,48,227,339
4,5,19,20,29,26,47,49,232,365
4,5,20,21,30,27,49,51,247,377
4,5,21,21,30,27,51,53,252,405
4,5,22,21,30,28,52,54,268,434
4,5,23,21,30,28,54,56,275,449
4,5,24,21,31,29,55,58,293,480
4,5,25,22,31,29,57,59,302,497
4,5,26,22,31,30,59,61,322,530
4,5,27,22,32,30,60,63,343,549
4,5,28,22,32,31,62,65,355,584
4,5,29,23,32,31,64,66,378,605
